id,title,subtitle,type,region,country,location,fit,status,posted,checked,notes,source,url
1,United Nations Secretariat,UN & Multilateral,UN & Multilateral,Global,"New York, USA",,High,Not Available,,2026-07-20,ICT Manager | Enterprise Architect | Digital Transformation | Programme Technology | Data & Analytics,,https://careers.un.org/
318,UNCDF,Career and project search,UN & Multilateral,Global,Multiple,,Medium,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22UNCDF%22+careers+jobs+digital+transformation+ICT
319,UNCTAD,Career and project search,UN & Multilateral,Global,Multiple,,Medium,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22UNCTAD%22+careers+jobs+digital+transformation+ICT
320,UNODC,Career and project search,UN & Multilateral,Global,Multiple,,Medium,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22UNODC%22+careers+jobs+digital+transformation+ICT
321,UNDRR,Career and project search,UN & Multilateral,Global,Multiple,,Medium,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22UNDRR%22+careers+jobs+digital+transformation+ICT
322,UNITAR,Career and project search,UN & Multilateral,Global,Multiple,,Medium,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22UNITAR%22+careers+jobs+digital+transformation+ICT
323,UNSSC,Career and project search,UN & Multilateral,Global,Multiple,,Medium,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22UNSSC%22+careers+jobs+digital+transformation+ICT
324,UN Volunteers,Career and project search,UN & Multilateral,Global,Multiple,,Medium,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22UN+Volunteers%22+careers+jobs+digital+transformation+ICT
325,UN Global Pulse,Career and project search,UN & Multilateral,Global,Multiple,,Medium,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22UN+Global+Pulse%22+careers+jobs+digital+transformation+ICT
326,UNICC,Career and project search,UN & Multilateral,Global,Multiple,,Medium,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22UNICC%22+careers+jobs+digital+transformation+ICT
327,World Bank Group,Career and project search,UN & Multilateral,Global,Multiple,,Medium,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22World+Bank+Group%22+careers+jobs+digital+transformation+ICT
328,IFC,Career and project search,UN & Multilateral,Global,Multiple,,Medium,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22IFC%22+careers+jobs+digital+transformation+ICT
329,MIGA,Career and project search,UN & Multilateral,Global,Multiple,,Medium,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22MIGA%22+careers+jobs+digital+transformation+ICT
330,IMF,Career and project search,UN & Multilateral,Global,Multiple,,Medium,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22IMF%22+careers+jobs+digital+transformation+ICT
331,African Development Bank,Career and project search,UN & Multilateral,Global,Multiple,,Medium,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22African+Development+Bank%22+careers+jobs+digital+transformation+ICT
332,Islamic Development Bank,Career and project search,UN & Multilateral,Global,Multiple,,Medium,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Islamic+Development+Bank%22+careers+jobs+digital+transformation+ICT
333,European Bank for Reconstruction and Development,Career and project search,UN & Multilateral,Global,Multiple,,Medium,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22European+Bank+for+Reconstruction+and+Development%22+careers+jobs+digital+transformation+ICT
334,European Investment Bank,Career and project search,UN & Multilateral,Global,Multiple,,Medium,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22European+Investment+Bank%22+careers+jobs+digital+transformation+ICT
335,Arab Monetary Fund,Career and project search,UN & Multilateral,Global,Multiple,,Medium,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Arab+Monetary+Fund%22+careers+jobs+digital+transformation+ICT
336,Arab Fund for Economic and Social Development,Career and project search,UN & Multilateral,Global,Multiple,,Medium,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Arab+Fund+for+Economic+and+Social+Development%22+careers+jobs+digital+transformation+ICT
337,OPEC Fund for International Development,Career and project search,UN & Multilateral,Global,Multiple,,Medium,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22OPEC+Fund+for+International+Development%22+careers+jobs+digital+transformation+ICT
338,African Union Commission,Career and project search,UN & Multilateral,Global,Multiple,,Medium,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22African+Union+Commission%22+careers+jobs+digital+transformation+ICT
339,Africa CDC,Career and project search,UN & Multilateral,Global,Multiple,,Medium,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Africa+CDC%22+careers+jobs+digital+transformation+ICT
340,Smart Africa Alliance,Career and project search,UN & Multilateral,Global,Multiple,,Medium,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Smart+Africa+Alliance%22+careers+jobs+digital+transformation+ICT
341,COMESA Secretariat,Career and project search,UN & Multilateral,Global,Multiple,,Medium,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22COMESA+Secretariat%22+careers+jobs+digital+transformation+ICT
342,East African Community,Career and project search,UN & Multilateral,Global,Multiple,,Medium,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22East+African+Community%22+careers+jobs+digital+transformation+ICT
343,ECOWAS Commission,Career and project search,UN & Multilateral,Global,Multiple,,Medium,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22ECOWAS+Commission%22+careers+jobs+digital+transformation+ICT
344,SADC Secretariat,Career and project search,UN & Multilateral,Global,Multiple,,Medium,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22SADC+Secretariat%22+careers+jobs+digital+transformation+ICT
345,League of Arab States,Career and project search,UN & Multilateral,Global,Multiple,,Medium,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22League+of+Arab+States%22+careers+jobs+digital+transformation+ICT
346,GCC Secretariat,Career and project search,UN & Multilateral,Global,Multiple,,Medium,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22GCC+Secretariat%22+careers+jobs+digital+transformation+ICT
347,International Telecommunication Union Regional Office for Africa,Career and project search,UN & Multilateral,Global,Multiple,,Medium,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22International+Telecommunication+Union+Regional+Office+for+Africa%22+careers+jobs+digital+transformation+ICT
348,International Trade Centre,Career and project search,UN & Multilateral,Global,Multiple,,Medium,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22International+Trade+Centre%22+careers+jobs+digital+transformation+ICT
349,International Atomic Energy Agency,Career and project search,UN & Multilateral,Global,Multiple,,Medium,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22International+Atomic+Energy+Agency%22+careers+jobs+digital+transformation+ICT
350,OECD Development Centre,Career and project search,UN & Multilateral,Global,Multiple,,Medium,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22OECD+Development+Centre%22+careers+jobs+digital+transformation+ICT
351,International Rescue Committee,Career and project search,International NGOs,Global,Multiple,,Medium,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22International+Rescue+Committee%22+careers+jobs+digital+transformation+ICT
352,Save the Children,Career and project search,International NGOs,Global,Multiple,,Medium,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Save+the+Children%22+careers+jobs+digital+transformation+ICT
353,CARE International,Career and project search,International NGOs,Global,Multiple,,Medium,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22CARE+International%22+careers+jobs+digital+transformation+ICT
354,World Vision International,Career and project search,International NGOs,Global,Multiple,,Medium,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22World+Vision+International%22+careers+jobs+digital+transformation+ICT
355,Plan International,Career and project search,International NGOs,Global,Multiple,,Medium,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Plan+International%22+careers+jobs+digital+transformation+ICT
356,Mercy Corps,Career and project search,International NGOs,Global,Multiple,,Medium,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Mercy+Corps%22+careers+jobs+digital+transformation+ICT
357,Norwegian Refugee Council,Career and project search,International NGOs,Global,Multiple,,Medium,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Norwegian+Refugee+Council%22+careers+jobs+digital+transformation+ICT
358,Danish Refugee Council,Career and project search,International NGOs,Global,Multiple,,Medium,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Danish+Refugee+Council%22+careers+jobs+digital+transformation+ICT
359,International Medical Corps,Career and project search,International NGOs,Global,Multiple,,Medium,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22International+Medical+Corps%22+careers+jobs+digital+transformation+ICT
360,Médecins Sans Frontières,Career and project search,International NGOs,Global,Multiple,,Medium,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22M%C3%A9decins+Sans+Fronti%C3%A8res%22+careers+jobs+digital+transformation+ICT
361,Catholic Relief Services,Career and project search,International NGOs,Global,Multiple,,Medium,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Catholic+Relief+Services%22+careers+jobs+digital+transformation+ICT
362,PATH,Career and project search,International NGOs,Global,Multiple,,Medium,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22PATH%22+careers+jobs+digital+transformation+ICT
