id,title,subtitle,type,region,country,location,fit,status,posted,checked,notes,source,url
1,Pfizer,Global Pharmaceuticals,Global Pharmaceuticals,Global,"New York, USA",,Medium,Not Available,,2026-07-20,Enterprise Architecture | Digital Transformation | ERP & Manufacturing Systems | Data & Analytics | IT Governance,,https://www.pfizer.com/about/careers
276,Included Health,Digital Health & Healthcare IT,Digital Health & Healthcare IT,Global,"San Francisco, USA",,High,Not Available,,2026-07-20,Solutions Architecture | Health Interoperability | Cloud Platforms | Product Technology | Data Engineering,,https://includedhealth.com/careers/
277,Maven Clinic,Digital Health & Healthcare IT,Digital Health & Healthcare IT,Global,"New York, USA",,High,Not Available,,2026-07-20,Solutions Architecture | Health Interoperability | Cloud Platforms | Product Technology | Data Engineering,,https://www.mavenclinic.com/careers
278,Sword Health,Digital Health & Healthcare IT,Digital Health & Healthcare IT,Global,"New York, USA",,High,Not Available,,2026-07-20,Solutions Architecture | Health Interoperability | Cloud Platforms | Product Technology | Data Engineering,,https://swordhealth.com/careers
279,Aidoc,Digital Health & Healthcare IT,Digital Health & Healthcare IT,Global,"Tel Aviv, Israel",,High,Not Available,,2026-07-20,Solutions Architecture | Health Interoperability | Cloud Platforms | Product Technology | Data Engineering,,https://www.aidoc.com/about/careers/
280,Innovaccer,Digital Health & Healthcare IT,Digital Health & Healthcare IT,Global,"San Francisco, USA",,High,Not Available,,2026-07-20,Solutions Architecture | Health Interoperability | Cloud Platforms | Product Technology | Data Engineering,,https://innovaccer.com/careers
281,EVA Pharma,"Egypt, Middle East & Africa","Egypt, Middle East & Africa",Africa,"Giza, Egypt",,High,Not Available,,2026-07-20,IT Leadership | ERP | Digital Transformation | Business Intelligence | Systems Integration,,https://www.evapharma.com/
282,Pharco Corporation,"Egypt, Middle East & Africa","Egypt, Middle East & Africa",Africa,"Alexandria, Egypt",,High,Not Available,,2026-07-20,IT Leadership | ERP | Digital Transformation | Business Intelligence | Systems Integration,,https://pharco.org/careers.aspx
283,EIPICO,"Egypt, Middle East & Africa","Egypt, Middle East & Africa",Africa,"10th of Ramadan City, Egypt",,High,Not Available,,2026-07-20,IT Leadership | ERP | Digital Transformation | Business Intelligence | Systems Integration,,https://www.eipico.com.eg/
284,Rameda,"Egypt, Middle East & Africa","Egypt, Middle East & Africa",Africa,"6th of October City, Egypt",,High,Not Available,,2026-07-20,IT Leadership | ERP | Digital Transformation | Business Intelligence | Systems Integration,,https://ramedapharma.com/
285,Minapharm Pharmaceuticals,"Egypt, Middle East & Africa","Egypt, Middle East & Africa",Africa,"Cairo, Egypt",,High,Not Available,,2026-07-20,IT Leadership | ERP | Digital Transformation | Business Intelligence | Systems Integration,,https://www.minapharm.com/
286,Amoun Pharmaceutical,"Egypt, Middle East & Africa","Egypt, Middle East & Africa",Africa,"Cairo, Egypt",,High,Not Available,,2026-07-20,IT Leadership | ERP | Digital Transformation | Business Intelligence | Systems Integration,,https://www.amoun.com/
287,SEDICO Pharmaceutical,"Egypt, Middle East & Africa","Egypt, Middle East & Africa",Africa,"6th of October City, Egypt",,High,Not Available,,2026-07-20,IT Leadership | ERP | Digital Transformation | Business Intelligence | Systems Integration,,https://www.sedico.net/
288,Medical Union Pharmaceuticals,"Egypt, Middle East & Africa","Egypt, Middle East & Africa",Africa,"Abu Sultan, Egypt",,High,Not Available,,2026-07-20,IT Leadership | ERP | Digital Transformation | Business Intelligence | Systems Integration,,https://www.mup.com.eg/
289,Apex Pharma,"Egypt, Middle East & Africa","Egypt, Middle East & Africa",Africa,"Cairo, Egypt",,High,Not Available,,2026-07-20,IT Leadership | ERP | Digital Transformation | Business Intelligence | Systems Integration,,https://www.apexpharma.net/
290,Marcyrl Pharmaceutical Industries,"Egypt, Middle East & Africa","Egypt, Middle East & Africa",Africa,"Cairo, Egypt",,High,Not Available,,2026-07-20,IT Leadership | ERP | Digital Transformation | Business Intelligence | Systems Integration,,https://www.marcyrl.com/
291,Mash Premiere,"Egypt, Middle East & Africa","Egypt, Middle East & Africa",Africa,"Cairo, Egypt",,High,Not Available,,2026-07-20,IT Leadership | ERP | Digital Transformation | Business Intelligence | Systems Integration,,https://mashpremiere.com/
292,Global Napi Pharmaceuticals,"Egypt, Middle East & Africa","Egypt, Middle East & Africa",Africa,"6th of October City, Egypt",,High,Not Available,,2026-07-20,IT Leadership | ERP | Digital Transformation | Business Intelligence | Systems Integration,,https://www.globalnapi.com/
293,Parkville Pharmaceuticals,"Egypt, Middle East & Africa","Egypt, Middle East & Africa",Africa,"Alexandria, Egypt",,High,Not Available,,2026-07-20,IT Leadership | ERP | Digital Transformation | Business Intelligence | Systems Integration,,https://parkvillepharma.com/
294,Future Pharmaceutical Industries,"Egypt, Middle East & Africa","Egypt, Middle East & Africa",Africa,"Badr City, Egypt",,High,Not Available,,2026-07-20,IT Leadership | ERP | Digital Transformation | Business Intelligence | Systems Integration,,https://future-pharma.com/
295,October Pharma,"Egypt, Middle East & Africa","Egypt, Middle East & Africa",Africa,"6th of October City, Egypt",,High,Not Available,,2026-07-20,IT Leadership | ERP | Digital Transformation | Business Intelligence | Systems Integration,,https://octoberpharma.com/
296,CID,"Egypt, Middle East & Africa","Egypt, Middle East & Africa",Africa,"Cairo, Egypt",,High,Not Available,,2026-07-20,IT Leadership | ERP | Digital Transformation | Business Intelligence | Systems Integration,,https://cidpharma.com/
297,Memphis Pharmaceuticals,"Egypt, Middle East & Africa","Egypt, Middle East & Africa",Africa,"Cairo, Egypt",,High,Not Available,,2026-07-20,IT Leadership | ERP | Digital Transformation | Business Intelligence | Systems Integration,,https://www.memphis.com.eg/
298,Arab Drug Company,"Egypt, Middle East & Africa","Egypt, Middle East & Africa",Africa,"Cairo, Egypt",,High,Not Available,,2026-07-20,IT Leadership | ERP | Digital Transformation | Business Intelligence | Systems Integration,,https://www.adco.com.eg/
299,Nile Company for Pharmaceuticals,"Egypt, Middle East & Africa","Egypt, Middle East & Africa",Africa,"Cairo, Egypt",,High,Not Available,,2026-07-20,IT Leadership | ERP | Digital Transformation | Business Intelligence | Systems Integration,,https://www.nilepharma.com.eg/
300,Alexandria Company for Pharmaceuticals,"Egypt, Middle East & Africa","Egypt, Middle East & Africa",Africa,"Alexandria, Egypt",,High,Not Available,,2026-07-20,IT Leadership | ERP | Digital Transformation | Business Intelligence | Systems Integration,,https://www.alexpharma.com.eg/
301,Pfizer,Health-sector employer search,Pharmaceutical & Biotech,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Pfizer%22+careers+digital+health+IT+data+jobs
302,Roche,Health-sector employer search,Pharmaceutical & Biotech,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Roche%22+careers+digital+health+IT+data+jobs
303,Novartis,Health-sector employer search,Pharmaceutical & Biotech,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Novartis%22+careers+digital+health+IT+data+jobs
304,Sanofi,Health-sector employer search,Pharmaceutical & Biotech,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Sanofi%22+careers+digital+health+IT+data+jobs
305,GSK,Health-sector employer search,Pharmaceutical & Biotech,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22GSK%22+careers+digital+health+IT+data+jobs
306,AstraZeneca,Health-sector employer search,Pharmaceutical & Biotech,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22AstraZeneca%22+careers+digital+health+IT+data+jobs
307,Johnson & Johnson Innovative Medicine,Health-sector employer search,Pharmaceutical & Biotech,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Johnson+%26+Johnson+Innovative+Medicine%22+careers+digital+health+IT+data+jobs
308,Merck & Co.,Health-sector employer search,Pharmaceutical & Biotech,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Merck+%26+Co.%22+careers+digital+health+IT+data+jobs
309,MSD,Health-sector employer search,Pharmaceutical & Biotech,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22MSD%22+careers+digital+health+IT+data+jobs
310,Bristol Myers Squibb,Health-sector employer search,Pharmaceutical & Biotech,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Bristol+Myers+Squibb%22+careers+digital+health+IT+data+jobs
311,Eli Lilly,Health-sector employer search,Pharmaceutical & Biotech,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Eli+Lilly%22+careers+digital+health+IT+data+jobs
312,AbbVie,Health-sector employer search,Pharmaceutical & Biotech,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22AbbVie%22+careers+digital+health+IT+data+jobs
313,Amgen,Health-sector employer search,Pharmaceutical & Biotech,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Amgen%22+careers+digital+health+IT+data+jobs
314,Gilead Sciences,Health-sector employer search,Pharmaceutical & Biotech,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Gilead+Sciences%22+careers+digital+health+IT+data+jobs
315,Biogen,Health-sector employer search,Pharmaceutical & Biotech,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Biogen%22+careers+digital+health+IT+data+jobs
316,Regeneron,Health-sector employer search,Pharmaceutical & Biotech,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Regeneron%22+careers+digital+health+IT+data+jobs
317,Vertex Pharmaceuticals,Health-sector employer search,Pharmaceutical & Biotech,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Vertex+Pharmaceuticals%22+careers+digital+health+IT+data+jobs
318,Takeda,Health-sector employer search,Pharmaceutical & Biotech,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Takeda%22+careers+digital+health+IT+data+jobs
319,Boehringer Ingelheim,Health-sector employer search,Pharmaceutical & Biotech,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Boehringer+Ingelheim%22+careers+digital+health+IT+data+jobs
320,Bayer Pharmaceuticals,Health-sector employer search,Pharmaceutical & Biotech,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Bayer+Pharmaceuticals%22+careers+digital+health+IT+data+jobs
321,Novo Nordisk,Health-sector employer search,Pharmaceutical & Biotech,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Novo+Nordisk%22+careers+digital+health+IT+data+jobs
322,Astellas Pharma,Health-sector employer search,Pharmaceutical & Biotech,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Astellas+Pharma%22+careers+digital+health+IT+data+jobs
323,Daiichi Sankyo,Health-sector employer search,Pharmaceutical & Biotech,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Daiichi+Sankyo%22+careers+digital+health+IT+data+jobs
324,Otsuka Pharmaceutical,Health-sector employer search,Pharmaceutical & Biotech,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Otsuka+Pharmaceutical%22+careers+digital+health+IT+data+jobs
325,Eisai,Health-sector employer search,Pharmaceutical & Biotech,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Eisai%22+careers+digital+health+IT+data+jobs
326,UCB,Health-sector employer search,Pharmaceutical & Biotech,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22UCB%22+careers+digital+health+IT+data+jobs
