id,title,organization,role_family,country,location,availability_status,published_date,last_checked,record_type,source_quality,match_score,url,notes
job-00465,Azure Data Architect,Lingaro,Data Architecture & Governance,Poland,Remote,Expired,,2026-07-20,Platform-Indexed Vacancy,A,62,https://jobs.lever.co/lingarogroup,Remote within Poland
job-00466,Business Transformation Lead,VOIS,Digital Transformation,Egypt,Giza,Possibly Available,2026-07-13,2026-07-20,Platform-Indexed Vacancy,B,62,https://eg.linkedin.com/jobs/digital-transformation-manager-jobs?countryRedirected=1,"Verify eligibility, deadline and work authorization on the linked source before applying."
job-00467,Commercial Data Operations Manager,AstraZeneca,Data & Analytics,Egypt,Cairo,Expired,,2026-07-20,Platform-Indexed Vacancy,B,62,https://www.linkedin.com/jobs/view/4369159420/,Commercial data operations experience
job-00468,Consulting Architect - Search,Elastic,Solution Architecture,India,Remote,Expired,,2026-07-20,Platform-Indexed Vacancy,B,62,https://jobs.elastic.co/jobs/csg/india/consulting-architect-search/7447236,Remote role based in India
job-00469,Digital Transformation Architect,Orascom Development Egypt,Digital Transformation & Strategy,Egypt,Cairo,Expired,,2026-07-20,Platform-Indexed Vacancy,B,62,https://www.linkedin.com/jobs/view/4378177523/,Verify detailed eligibility
job-00470,Digital Transformation Governance Senior Executive,GB Corp,Digital Transformation & Strategy,Egypt,Giza,Expired,,2026-07-20,Platform-Indexed Vacancy,B,62,https://www.linkedin.com/jobs/view/4418678029/,Governance and transformation experience
job-00471,Digital Transformation Manager,CAREER141 client,Digital Transformation & Strategy,Egypt,Egypt,Expired,,2026-07-20,Platform-Indexed Vacancy,B,62,https://lk.linkedin.com/jobs/view/digital-transformation-manager-at-career141-4340119935,Recruiter-managed role; verify employer
job-00472,Digital Transformation Manager — Bayt Live Search,Egypt,Live Job Search,Egypt,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,62,https://www.bayt.com/en/egypt/jobs/Digital%20Transformation%20Manager-jobs/,"Egypt live-search pack. This is a live search link, not one fixed vacancy."
job-00473,Digital Transformation Manager — Google Live Search,Egypt,Live Job Search,Egypt,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,62,https://www.google.com/search?q=Egypt+Digital+Transformation+Manager+jobs+posted+this+week,"Egypt live-search pack. This is a live search link, not one fixed vacancy."
job-00474,Digital Transformation Manager — LinkedIn Live Search,Egypt,Live Job Search,Egypt,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,62,https://www.linkedin.com/jobs/search/?keywords=Digital+Transformation+Manager&sortBy=DD&location=Egypt,"Egypt live-search pack. This is a live search link, not one fixed vacancy."
job-00475,Digital Transformation Manager — Wuzzuf Live Search,Egypt,Live Job Search,Egypt,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,62,https://wuzzuf.net/search/jobs/?q=Digital+Transformation+Manager&a=navbl,"Egypt live-search pack. This is a live search link, not one fixed vacancy."
job-00476,Enterprise Applications Manager — Bayt Live Search,Egypt,Live Job Search,Egypt,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,62,https://www.bayt.com/en/egypt/jobs/Enterprise%20Applications%20Manager-jobs/,"Egypt live-search pack. This is a live search link, not one fixed vacancy."
job-00477,Enterprise Applications Manager — Google Live Search,Egypt,Live Job Search,Egypt,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,62,https://www.google.com/search?q=Egypt+Enterprise+Applications+Manager+jobs+posted+this+week,"Egypt live-search pack. This is a live search link, not one fixed vacancy."
job-00478,Enterprise Applications Manager — LinkedIn Live Search,Egypt,Live Job Search,Egypt,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,62,https://www.linkedin.com/jobs/search/?keywords=Enterprise+Applications+Manager&sortBy=DD&location=Egypt,"Egypt live-search pack. This is a live search link, not one fixed vacancy."
job-00479,Enterprise Applications Manager — Wuzzuf Live Search,Egypt,Live Job Search,Egypt,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,62,https://wuzzuf.net/search/jobs/?q=Enterprise+Applications+Manager&a=navbl,"Egypt live-search pack. This is a live search link, not one fixed vacancy."
job-00480,ERP Program Manager — LinkedIn Live Search,Worldwide Remote,Live Job Search,Worldwide Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,62,https://www.linkedin.com/jobs/search/?keywords=ERP+Program+Manager&sortBy=DD&location=Worldwide+Remote,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-00481,ERP Program Manager — LinkedIn Live Search,EMEA Remote,Live Job Search,EMEA Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,62,https://www.linkedin.com/jobs/search/?keywords=ERP+Program+Manager&sortBy=DD&location=EMEA+Remote,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-00482,ERP Program Manager — LinkedIn Live Search,Africa Remote,Live Job Search,Africa Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,62,https://www.linkedin.com/jobs/search/?keywords=ERP+Program+Manager&sortBy=DD&location=Africa+Remote,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-00483,ERP Program Manager — LinkedIn Live Search,Middle East Remote,Live Job Search,Middle East Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,62,https://www.linkedin.com/jobs/search/?keywords=ERP+Program+Manager&sortBy=DD&location=Middle+East+Remote,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-00484,ERP Program Manager — RemoteOK Live Search,Worldwide Remote,Live Job Search,Worldwide Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,62,https://remoteok.com/remote-erp-program-manager-jobs,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-00485,ERP Program Manager — RemoteOK Live Search,EMEA Remote,Live Job Search,EMEA Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,62,https://remoteok.com/remote-erp-program-manager-jobs,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-00486,ERP Program Manager — RemoteOK Live Search,Africa Remote,Live Job Search,Africa Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,62,https://remoteok.com/remote-erp-program-manager-jobs,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-00487,ERP Program Manager — RemoteOK Live Search,Middle East Remote,Live Job Search,Middle East Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,62,https://remoteok.com/remote-erp-program-manager-jobs,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-00488,ERP Program Manager — Wellfound Live Search,Worldwide Remote,Live Job Search,Worldwide Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,62,https://wellfound.com/jobs?q=ERP+Program+Manager&remote=True,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-00489,ERP Program Manager — Wellfound Live Search,EMEA Remote,Live Job Search,EMEA Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,62,https://wellfound.com/jobs?q=ERP+Program+Manager&remote=True,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-00490,ERP Program Manager — Wellfound Live Search,Africa Remote,Live Job Search,Africa Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,62,https://wellfound.com/jobs?q=ERP+Program+Manager&remote=True,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-00491,ERP Program Manager — Wellfound Live Search,Middle East Remote,Live Job Search,Middle East Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,62,https://wellfound.com/jobs?q=ERP+Program+Manager&remote=True,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-00492,ERP Program Manager — WeWorkRemotely Live Search,Worldwide Remote,Live Job Search,Worldwide Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,62,https://weworkremotely.com/remote-jobs/search?term=ERP+Program+Manager,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-00493,ERP Program Manager — WeWorkRemotely Live Search,EMEA Remote,Live Job Search,EMEA Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,62,https://weworkremotely.com/remote-jobs/search?term=ERP+Program+Manager,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-00494,ERP Program Manager — WeWorkRemotely Live Search,Africa Remote,Live Job Search,Africa Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,62,https://weworkremotely.com/remote-jobs/search?term=ERP+Program+Manager,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-00495,ERP Program Manager — WeWorkRemotely Live Search,Middle East Remote,Live Job Search,Middle East Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,62,https://weworkremotely.com/remote-jobs/search?term=ERP+Program+Manager,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-00496,GCP Data Architect,Lingaro,Data Architecture & Governance,Europe / Poland,Remote,Expired,,2026-07-20,Platform-Indexed Vacancy,A,62,https://jobs.lever.co/lingarogroup,European/Polish hiring location
job-00497,Head of Digital Transformation,Emirates NBD Egypt,Digital Transformation,Egypt,Cairo,Possibly Available,2026-07-06,2026-07-20,Platform-Indexed Vacancy,B,62,https://eg.linkedin.com/jobs/digital-transformation-manager-jobs?countryRedirected=1,"Verify eligibility, deadline and work authorization on the linked source before applying."
job-00498,Healthcare IT Manager — LinkedIn Live Search,Worldwide Remote,Live Job Search,Worldwide Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,62,https://www.linkedin.com/jobs/search/?keywords=Healthcare+IT+Manager&sortBy=DD&location=Worldwide+Remote,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-00499,Healthcare IT Manager — LinkedIn Live Search,EMEA Remote,Live Job Search,EMEA Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,62,https://www.linkedin.com/jobs/search/?keywords=Healthcare+IT+Manager&sortBy=DD&location=EMEA+Remote,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-00500,Healthcare IT Manager — LinkedIn Live Search,Africa Remote,Live Job Search,Africa Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,62,https://www.linkedin.com/jobs/search/?keywords=Healthcare+IT+Manager&sortBy=DD&location=Africa+Remote,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-00501,Healthcare IT Manager — LinkedIn Live Search,Middle East Remote,Live Job Search,Middle East Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,62,https://www.linkedin.com/jobs/search/?keywords=Healthcare+IT+Manager&sortBy=DD&location=Middle+East+Remote,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-00502,Healthcare IT Manager — RemoteOK Live Search,Worldwide Remote,Live Job Search,Worldwide Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,62,https://remoteok.com/remote-healthcare-it-manager-jobs,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-00503,Healthcare IT Manager — RemoteOK Live Search,EMEA Remote,Live Job Search,EMEA Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,62,https://remoteok.com/remote-healthcare-it-manager-jobs,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-00504,Healthcare IT Manager — RemoteOK Live Search,Africa Remote,Live Job Search,Africa Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,62,https://remoteok.com/remote-healthcare-it-manager-jobs,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-00505,Healthcare IT Manager — RemoteOK Live Search,Middle East Remote,Live Job Search,Middle East Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,62,https://remoteok.com/remote-healthcare-it-manager-jobs,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-00506,Healthcare IT Manager — Wellfound Live Search,Worldwide Remote,Live Job Search,Worldwide Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,62,https://wellfound.com/jobs?q=Healthcare+IT+Manager&remote=True,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-00507,Healthcare IT Manager — Wellfound Live Search,EMEA Remote,Live Job Search,EMEA Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,62,https://wellfound.com/jobs?q=Healthcare+IT+Manager&remote=True,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-00508,Healthcare IT Manager — Wellfound Live Search,Africa Remote,Live Job Search,Africa Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,62,https://wellfound.com/jobs?q=Healthcare+IT+Manager&remote=True,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-00509,Healthcare IT Manager — Wellfound Live Search,Middle East Remote,Live Job Search,Middle East Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,62,https://wellfound.com/jobs?q=Healthcare+IT+Manager&remote=True,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-00510,Healthcare IT Manager — WeWorkRemotely Live Search,Worldwide Remote,Live Job Search,Worldwide Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,62,https://weworkremotely.com/remote-jobs/search?term=Healthcare+IT+Manager,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-00511,Healthcare IT Manager — WeWorkRemotely Live Search,EMEA Remote,Live Job Search,EMEA Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,62,https://weworkremotely.com/remote-jobs/search?term=Healthcare+IT+Manager,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
